0.006	0	0
0.012	0	0
0.018	0	0
0.024	0	0
0.03	0	0
0.036	0	0
0.042	0	0
0.048	0	0
0.054	0	0
0.06	0	0
0.066	0	0
0.072	0	0
0.078	0	0
0.084	0	0
0.09	0	0
0.096	0	0
0.102	0	0
0.108	0	0
0.114	0	0
0.12	0	0
0.126	0	0
0.132	0	0
0.138	0	0
0.144	0	0
0.15	0	0
0.156	0	0
0.162	0	0
0.168	0	0
0.174	0	0
0.18	0	0
0.186	0	0
0.192	0	0
0.198	0	0
0.204	0	0
0.21	0	0
0.216	0	0
0.222	0	0
0.228	0	0
0.234	0	0
0.24	0	0
0.246	0	0
0.252	0	0
0.258	0	0
0.264	0	0
0.27	0	0
0.276	0	0
0.282	0	0
0.288	0	0
0.294	0	0
0.3	0	0
0.306	0	0
0.312	0	0
0.318	0	0
0.324	0	0
0.33	0	0
0.336	0	0
0.342	0	0
0.348	0	0
0.354	0	0
0.36	0	0
0.366	0	0
0.372	0	0
0.378	0	0
0.384	0	0
0.39	0	0
0.396	0	0
0.402	0	0
0.408	0	0
0.414	0	0
0.42	0	0
0.426	0	0
0.432	0	0
0.438	0	0
0.444	0	0
0.45	0	0
0.456	0	0
0.462	0	0
0.468	0	0
0.474	0	0
0.48	0	0
0.486	0	0
0.492	0	0
0.498	0	0
0.504	0	0
0.51	0	0
0.516	0	0
0.522	0	0
0.528	0	0
0.534	0	0
0.54	0	0
0.546	0	0
0.552	0	0
0.558	0	0
0.564	0	0
0.57	0	0
0.576	0	0
0.582	0	0
0.588	0	0
0.594	0	0
0.6	0	0
0.606	0	0
0.612	0	0
0.618	0	0
0.624	0	0
0.63	0	0
0.636	0	0
0.642	0	0
0.648	0	0
0.654	0	0
0.66	0	0
0.666	0	0
0.672	0	0
0.678	0	0
0.684	0	0
0.69	0	0
0.696	0	0
0.702	0	0
0.708	0	0
0.714	0	0
0.72	0	0
0.726	0	0
0.732	0	0
0.738	0	0
0.744	0	0
0.75	0	0
0.756	0	0
0.762	0	0
0.768	0	0
0.774	0	0
0.78	0	0
0.786	0	0
0.792	0	0
0.798	0	0
0.804	0	0
0.81	0	0
0.816	0	0
0.822	0	0
0.828	0	0
0.834	0	0
0.84	0	0
0.846	0	0
0.852	0	0
0.858	0	0
0.864	0	0
0.87	0	0
0.876	0	0
0.882	0	0
0.888	0	0
0.894	0	0
0.9	0	0
0.906	0	0
0.912	0	0
0.918	0	0
0.924	0	0
0.93	0	0
0.936	0	0
0.942	0	0
0.948	0	0
0.954	0	0
0.96	0	0
0.966	0	0
0.972	0	0
0.978	0	0
0.984	0	0
0.99	0	0
0.996	0	0
1.002	0	0
1.008	0	0
1.014	0	0
1.02	0	0
1.026	0	0
1.032	0	0
1.038	0	0
1.044	0	0
1.05	0	0
1.056	0	0
1.062	0	0
1.068	0	0
1.074	0	0
1.08	0	0
1.086	0	0
1.092	0	0
1.098	0	0
1.104	0	0
1.11	0	0
1.116	0	0
1.122	0	0
1.128	0	0
1.134	0	0
1.14	0	0
1.146	0	0
1.152	0	0
1.158	0	0
1.164	0	0
1.17	0	0
1.176	0	0
1.182	0	0
1.188	0	0
1.194	0	0
1.2	0	0
1.206	0	0
1.212	0	0
1.218	0	0
1.224	0	0
1.23	0	0
1.236	0	0
1.242	0	0
1.248	0	0
1.254	0	0
1.26	0	0
1.266	0	0
1.272	0	0
1.278	0	0
1.284	0	0
1.29	0	0
1.296	0	0
1.302	0	0
1.308	0	0
1.314	0	0
1.32	0	0
1.326	0	0
1.332	0	0
1.338	0	0
1.344	0	0
1.35	0	0
1.356	0	0
1.362	0	0
1.368	0	0
1.374	0	0
1.38	0	0
1.386	0	0
1.392	0	0
1.398	0	0
1.404	0	0
1.41	0	0
1.416	0	0
1.422	0	0
1.428	0	0
1.434	0	0
1.44	0	0
1.446	0	0
1.452	0	0
1.458	0	0
1.464	0	0
1.47	0	0
1.476	0	0
1.482	0	0
1.488	0	0
1.494	0	0
1.5	0	0
1.506	0	0
1.512	0	0
1.518	0	0
1.524	0	0
1.53	0	0
1.536	0	0
1.542	0	0
1.548	0	0
1.554	0	0
1.56	0	0
1.566	0	0
1.572	0	0
1.578	0	0
1.584	0	0
1.59	0	0
1.596	0	0
1.602	0	0
1.608	0	0
1.614	0	0
1.62	0	0
1.626	0	0
1.632	0	0
1.638	0	0
1.644	0	0
1.65	0	0
1.656	0	0
1.662	0	0
1.668	0	0
1.674	0	0
1.68	0	0
1.686	0	0
1.692	0	0
1.698	0	0
1.704	0	0
1.71	0	0
1.716	0	0
1.722	0	0
1.728	0	0
1.734	0	0
1.74	0	0
1.746	0	0
1.752	0	0
1.758	0	0
1.764	0	0
1.77	0	0
1.776	0	0
1.782	0	0
1.788	0	0
1.794	0	0
1.8	0	0
1.806	-2.96E-10	-1.31E-10
1.812	-2.76E-09	-1.22E-09
1.818	-1.15E-08	-5.09E-09
1.824	-3.26E-08	-1.45E-08
1.83	-7.39E-08	-3.28E-08
1.836	-1.44E-07	-6.40E-08
1.842	-2.54E-07	-1.13E-07
1.848	-4.12E-07	-1.83E-07
1.854	-6.30E-07	-2.80E-07
1.86	-9.18E-07	-4.07E-07
1.866	-1.29E-06	-5.71E-07
1.872	-1.75E-06	-7.76E-07
1.878	-2.31E-06	-1.03E-06
1.884	-2.99E-06	-1.32E-06
1.89	-3.78E-06	-1.68E-06
1.896	-4.71E-06	-2.09E-06
1.902	-5.79E-06	-2.57E-06
1.908	-7.01E-06	-3.11E-06
1.914	-8.40E-06	-3.73E-06
1.92	-9.96E-06	-4.42E-06
1.926	-1.17E-05	-5.19E-06
1.932	-1.36E-05	-6.05E-06
1.938	-1.58E-05	-6.99E-06
1.944	-1.81E-05	-8.03E-06
1.95	-2.07E-05	-9.17E-06
1.956	-2.34E-05	-1.04E-05
1.962	-2.65E-05	-1.17E-05
1.968	-2.97E-05	-1.32E-05
1.974	-3.33E-05	-1.48E-05
1.98	-3.71E-05	-1.64E-05
1.986	-4.11E-05	-1.82E-05
1.992	-4.55E-05	-2.02E-05
1.998	-5.01E-05	-2.22E-05
2.004	-5.50E-05	-2.44E-05
2.01	-6.03E-05	-2.67E-05
2.016	-6.59E-05	-2.92E-05
2.022	-7.18E-05	-3.18E-05
2.028	-7.80E-05	-3.46E-05
2.034	-8.46E-05	-3.75E-05
2.04	-9.15E-05	-4.06E-05
2.046	-9.89E-05	-4.39E-05
2.052	-1.07E-04	-4.73E-05
2.058	-1.15E-04	-5.09E-05
2.064	-1.23E-04	-5.47E-05
2.07	-1.32E-04	-5.86E-05
2.076	-1.41E-04	-6.28E-05
2.082	-1.51E-04	-6.71E-05
2.088	-1.61E-04	-7.17E-05
2.094	-1.72E-04	-7.64E-05
2.1	-1.83E-04	-8.14E-05
2.106	-1.95E-04	-8.65E-05
2.112	-2.07E-04	-9.19E-05
2.118	-0.000219866	-9.76E-05
2.124	-0.000233078	-1.03E-04
2.13	-0.000246833	-1.10E-04
2.136	-0.000261148	-1.16E-04
2.142	-0.000276036	-1.22E-04
2.148	-0.000291515	-1.29E-04
2.154	-0.000307599	-1.36E-04
2.16	-0.000324305	-1.44E-04
2.166	-0.000341645	-1.52E-04
2.172	-0.000359632	-1.60E-04
2.178	-0.000378276	-1.68E-04
2.184	-0.000397588	-1.76E-04
2.19	-0.000417576	-1.85E-04
2.196	-0.000438252	-1.94E-04
2.202	-0.000459624	-2.04E-04
2.208	-0.000481703	-2.14E-04
2.214	-0.000504499	-0.000223852
2.22	-0.000528025	-0.00023429
2.226	-0.000552292	-0.000245058
2.232	-0.000577313	-0.00025616
2.238	-0.000603103	-0.000267603
2.244	-0.000629676	-0.000279394
2.25	-0.000657047	-0.000291539
2.256	-0.000685235	-0.000304046
2.262	-0.000714255	-0.000316922
2.268	-0.000744127	-0.000330177
2.274	-0.000774869	-0.000343818
2.28	-0.000806504	-0.000357854
2.286	-0.000839051	-0.000372296
2.292	-0.000872533	-0.000387152
2.298	-0.000906974	-0.000402434
2.304	-0.000942399	-0.000418152
2.31	-0.000978832	-0.000434318
2.316	-0.001016301	-0.000450943
2.322	-0.001054833	-0.00046804
2.328	-0.001094457	-0.000485622
2.334	-0.001135203	-0.000503701
2.34	-0.001177102	-0.000522292
2.346	-0.001220186	-0.000541409
2.352	-0.001264489	-0.000561067
2.358	-0.001310046	-0.000581281
2.364	-0.001356892	-0.000602067
2.37	-0.001405064	-0.000623442
2.376	-0.001454602	-0.000645422
2.382	-0.001505545	-0.000668026
2.388	-0.001557933	-0.000691271
2.394	-0.001611811	-0.000715177
2.4	-0.001667221	-0.000739763
2.406	-0.001724209	-0.000765049
2.412	-0.001782823	-0.000791057
2.418	-0.00184311	-0.000817807
2.424	-0.001905121	-0.000845322
2.43	-0.001968908	-0.000873625
2.436	-0.002034524	-0.000902739
2.442	-0.002102024	-0.00093269
2.448	-0.002171464	-0.000963501
2.454	-0.002242905	-0.0009952
2.46	-0.002316405	-0.001027813
2.466	-0.002392028	-0.001061368
2.472	-0.002469838	-0.001095893
2.478	-0.002549901	-0.001131418
2.484	-0.002632286	-0.001167973
2.49	-0.002717063	-0.001205589
2.496	-0.002804305	-0.001244299
2.502	-0.002894086	-0.001284136
2.508	-0.002986485	-0.001325134
2.514	-0.003081581	-0.001367329
2.52	-0.003179455	-0.001410757
2.526	-0.003280194	-0.001455456
2.532	-0.003383882	-0.001501464
2.538	-0.003490612	-0.001548821
2.544	-0.003600474	-0.001597568
2.55	-0.003713565	-0.001647748
2.556	-0.003829983	-0.001699403
2.562	-0.003949826	-0.001752578
2.568	-0.004073193	-0.001807315
2.574	-0.004200184	-0.001863655
2.58	-0.004330898	-0.001921643
2.586	-0.00446544	-0.001981319
2.592	-0.004603911	-0.002042728
2.598	-0.004746422	-0.002105914
2.604	-0.004893082	-0.002170924
2.61	-0.005044005	-0.002237805
2.616	-0.005199311	-0.002306606
2.622	-0.005359121	-0.002377378
2.628	-0.005523562	-0.002450175
2.634	-0.005692765	-0.002525052
2.64	-0.005866866	-0.002602066
2.646	-0.006046005	-0.002681275
2.652	-0.006230327	-0.002762742
2.658	-0.006419983	-0.00284653
2.664	-0.006615126	-0.002932705
2.67	-0.006815918	-0.003021335
2.676	-0.007022525	-0.003112491
2.682	-0.007235116	-0.003206247
2.688	-0.007453871	-0.003302677
2.694	-0.00767897	-0.003401861
2.7	-0.007910603	-0.003503878
2.706	-0.008148963	-0.003608813
2.712	-0.008394253	-0.003716753
2.718	-0.008646679	-0.003827786
2.724	-0.008906455	-0.003942004
2.73	-0.009173802	-0.004059503
